"type","Status","Amount_In_Dollars","Market_Title","Market_Id","Original_Date","Filled","Canceled_By_You","Canceled_By_NSF","Canceled_By_Closing","Original_Placed","Remaining","Price_In_Cents","Fee_In_Dollars","Traded_Time","Direction","Settled_Time","Result","Profit_In_Dollars","Yes_Contracts_Owned","Yes_Contracts_Average_Price_In_Cents","No_Contracts_Owned","No_Contracts_Average_Price_In_Cents","Deposit_Type","Last_Updated"
"Settlement","","","Will the **high temp in NYC** be 54-55° on Mar 4 2024?","","","","","","","","","","","","","2024-03-05T13:00:54.830648Z","no","574.00","0","0.00","574","90.00","",""
"Settlement","","","Will the high temp in Chicago be <68° on Mar 4 2024?","","","","","","","","","","","","","2024-03-05T13:00:46.830706Z","no","74.00","0","0.00","74","57.62","",""
"Settlement","","","Will the high temp in Chicago be 70-71° on Mar 4 2024?","","","","","","","","","","","","","2024-03-05T13:00:46.830706Z","no","120.00","0","0.00","120","57.08","",""
"Settlement","","","Will the high temp in Chicago be 68-69° on Mar 4 2024?","","","","","","","","","","","","","2024-03-05T13:00:46.830706Z","no","105.00","0","0.00","105","89.42","",""
"Settlement","","","Will the **high temp in Miami** be 79-80° on Mar 1 2024?","","","","","","","","","","","","","2024-03-02T13:01:10.811173Z","yes","0.00","0","0.00","62","78.87","",""
"Settlement","","","Will the **high temp in Austin** be 72-73° on Mar 1 2024?","","","","","","","","","","","","","2024-03-02T13:01:02.810982Z","no","100.00","0","0.00","100","99.00","",""
"Settlement","","","Will the **high temp in NYC** be 42-43° on Mar 1 2024?","","","","","","","","","","","","","2024-03-02T13:00:55.805693Z","no","1.00","0","0.00","1","50.00","",""
"Settlement","","","Will the high temp in Chicago be <48° on Mar 1 2024?","","","","","","","","","","","","","2024-03-02T13:00:46.810536Z","yes","0.00","0","0.00","3357","94.64","",""
"Settlement","","","Will the **high temp in Miami** be >82° on Feb 28 2024?","","","","","","","","","","","","","2024-02-29T13:01:14.83147Z","no","10.00","0","0.00","10","1.00","",""
"Settlement","","","Will the **high temp in Miami** be 81-82° on Feb 28 2024?","","","","","","","","","","","","","2024-02-29T13:01:14.83147Z","no","30.00","0","0.00","30","47.00","",""
"Settlement","","","Will the **high temp in Austin** be >66° on Feb 28 2024?","","","","","","","","","","","","","2024-02-29T13:01:06.806551Z","yes","0.00","0","0.00","3898","49.56","",""
"Settlement","","","Will the **high temp in Austin** be <59° on Feb 28 2024?","","","","","","","","","","","","","2024-02-29T13:01:06.806551Z","no","0.00","220","54.45","0","0.00","",""
"Settlement","","","Will the **high temp in Austin** be 65-66° on Feb 28 2024?","","","","","","","","","","","","","2024-02-29T13:01:06.806551Z","no","27.00","0","0.00","27","86.30","",""
"Settlement","","","Will the **high temp in NYC** be 61-62° on Feb 28 2024?","","","","","","","","","","","","","2024-02-29T13:00:57.811335Z","yes","100.00","100","80.00","0","0.00","",""
"Settlement","","","Will the **high temp in NYC** be 57-58° on Feb 28 2024?","","","","","","","","","","","","","2024-02-29T13:00:57.811335Z","no","1751.00","0","0.00","1751","67.14","",""
"Settlement","","","Will the high temp in Chicago be 28-29° on Feb 28 2024?","","","","","","","","","","","","","2024-02-29T13:00:42.811274Z","no","750.00","0","0.00","750","90.00","",""
"Settlement","","","Will the high temp in Chicago be 26-27° on Feb 28 2024?","","","","","","","","","","","","","2024-02-29T13:00:42.811274Z","no","10.00","0","0.00","10","1.00","",""
"Settlement","","","Will the high temp in Chicago be 24-25° on Feb 28 2024?","","","","","","","","","","","","","2024-02-29T13:00:42.811274Z","no","1.00","0","0.00","1","90.00","",""
"Trade","","1,000","Will the high temp in Chicago be 38-39° on Mar 18 2024?","8dc1c7a8-a76a-4ff2-9192-f3fcea9957f1","Mar 18, 2024","","","","","","","50","17.50","Mar 18, 2024 at 11:46PM EDT","No","","","","","","","","",""
"Trade","","1","Will the high temp in Chicago be 38-39° on Mar 18 2024?","8dc1c7a8-a76a-4ff2-9192-f3fcea9957f1","Mar 18, 2024","","","","","","","1","0.01","Mar 18, 2024 at 11:46PM EDT","No","","","","","","","","",""
"Trade","","6","Will the high temp in Chicago be 38-39° on Mar 18 2024?","8dc1c7a8-a76a-4ff2-9192-f3fcea9957f1","Mar 18, 2024","","","","","","","10","0.04","Mar 18, 2024 at 11:46PM EDT","No","","","","","","","","",""
"Trade","","20","Will the high temp in Chicago be >43° on Mar 18 2024?","c3d9890c-36c6-44b6-aa47-5cd2243634fb","Mar 18, 2024","","","","","","","1","0.02","Mar 18, 2024 at 11:33PM EDT","No","","","","","","","","",""
"Trade","","1","Will the high temp in Chicago be >43° on Mar 18 2024?","c3d9890c-36c6-44b6-aa47-5cd2243634fb","Mar 18, 2024","","","","","","","1","0.01","Mar 18, 2024 at 11:33PM EDT","No","","","","","","","","",""
"Trade","","1","Will the **high temp in Miami** be 89-90° on Mar 18 2024?","767bbcc6-2585-4a87-aa1d-1ec1cb5dc613","Mar 18, 2024","","","","","","","1","0.01","Mar 18, 2024 at 11:28PM EDT","No","","","","","","","","",""
"Trade","","1","Will the **high temp in Miami** be 91-92° on Mar 18 2024?","0e04891f-ca23-438f-b2ff-74839bac5607","Mar 18, 2024","","","","","","","1","0.01","Mar 18, 2024 at 11:28PM EDT","Yes","","","","","","","","",""
"Trade","","8","Will the **high temp in Miami** be 91-92° on Mar 18 2024?","0e04891f-ca23-438f-b2ff-74839bac5607","Mar 18, 2024","","","","","","","90","0.06","Mar 18, 2024 at 11:28PM EDT","Yes","","","","","","","","",""
"Trade","","1","Will the **high temp in Miami** be <85° on Mar 18 2024?","3bfb3a0d-2cbe-4d78-aa9a-78a9865c22dd","Mar 18, 2024","","","","","","","1","0.01","Mar 18, 2024 at 11:28PM EDT","No","","","","","","","","",""
"Trade","","10","Will the **high temp in Miami** be <85° on Mar 18 2024?","3bfb3a0d-2cbe-4d78-aa9a-78a9865c22dd","Mar 18, 2024","","","","","","","1","0.01","Mar 18, 2024 at 11:28PM EDT","No","","","","","","","","",""
"Trade","","96","Will the **high temp in Miami** be <85° on Mar 18 2024?","3bfb3a0d-2cbe-4d78-aa9a-78a9865c22dd","Mar 18, 2024","","","","","","","90","0.61","Mar 18, 2024 at 11:28PM EDT","No","","","","","","","","",""
"Trade","","1","Will the **high temp in Miami** be 85-86° on Mar 18 2024?","aba25132-dd88-4999-8252-9b87ba19f2d9","Mar 18, 2024","","","","","","","1","0.01","Mar 18, 2024 at 11:28PM EDT","No","","","","","","","","",""
"Trade","","2","Will the **high temp in Miami** be 87-88° on Mar 18 2024?","80e3a545-91e3-4052-81a1-ecb6405e385a","Mar 18, 2024","","","","","","","30","0.03","Mar 18, 2024 at 11:28PM EDT","No","","","","","","","","",""
"Trade","","1","Will the **high temp in NYC** be >54° on Mar 18 2024?","a34211c8-6f5c-4f20-9d6d-89b37afb9021","Mar 18, 2024","","","","","","","50","0.02","Mar 18, 2024 at 11:16PM EDT","No","","","","","","","","",""
"Trade","","10","Will the **high temp in NYC** be >54° on Mar 18 2024?","a34211c8-6f5c-4f20-9d6d-89b37afb9021","Mar 18, 2024","","","","","","","70","0.15","Mar 18, 2024 at 11:16PM EDT","No","","","","","","","","",""
"Trade","","1","Will the **high temp in NYC** be >54° on Mar 18 2024?","a34211c8-6f5c-4f20-9d6d-89b37afb9021","Mar 18, 2024","","","","","","","50","0.02","Mar 18, 2024 at 11:16PM EDT","No","","","","","","","","",""
"Trade","","1","Will the **high temp in NYC** be >54° on Mar 18 2024?","a34211c8-6f5c-4f20-9d6d-89b37afb9021","Mar 18, 2024","","","","","","","1","0.01","Mar 18, 2024 at 11:16PM EDT","No","","","","","","","","",""
"Trade","","10","Will the **high temp in NYC** be >54° on Mar 18 2024?","a34211c8-6f5c-4f20-9d6d-89b37afb9021","Mar 18, 2024","","","","","","","50","0.18","Mar 18, 2024 at 11:16PM EDT","No","","","","","","","","",""
"Trade","","1","Will the **high temp in NYC** be >54° on Mar 18 2024?","a34211c8-6f5c-4f20-9d6d-89b37afb9021","Mar 18, 2024","","","","","","","50","0.02","Mar 18, 2024 at 11:16PM EDT","No","","","","","","","","",""
"Trade","","1","Will the **high temp in NYC** be >54° on Mar 18 2024?","a34211c8-6f5c-4f20-9d6d-89b37afb9021","Mar 18, 2024","","","","","","","50","0.02","Mar 18, 2024 at 11:16PM EDT","No","","","","","","","","",""
"Order","Filled ","","Will the **high temp in Austin** be <65° on Mar 18 2024?","f6ef6e54-23d9-4a26-8673-30d554788b12","Mar 18, 2024","11","0","0","0","11","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the high temp in Chicago be <47° on Mar 8 2024?","68546e65-12ed-435f-9732-e74b8f98fe7c","Mar 8, 2024","43","0","0","0","43","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the **high temp in Miami** be 83-84° on Mar 8 2024?","9b88ae2d-72cf-4e81-b03b-41eb37380492","Mar 8, 2024","3","0","0","0","3","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the **high temp in Miami** be 81-82° on Mar 8 2024?","2ee29b68-d46f-4877-a9ec-2c42f21aa97c","Mar 8, 2024","1","0","0","0","1","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the **high temp in Miami** be 79-80° on Mar 8 2024?","1b94a4a1-3700-4f3b-947c-6e168d77a87f","Mar 8, 2024","1","0","0","0","1","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the **high temp in Miami** be <79° on Mar 8 2024?","fda2a568-f54e-4a9b-9a21-e0191d086926","Mar 8, 2024","1","0","0","0","1","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the **high temp in Austin** be 81-82° on Mar 8 2024?","2634868c-2b8a-4c69-a008-099929f05c8c","Mar 8, 2024","1","0","0","0","1","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the **high temp in Austin** be 79-80° on Mar 8 2024?","142dd72d-a4b7-416d-b572-ed83ebbf01e6","Mar 8, 2024","1","0","0","0","1","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the **high temp in Austin** be 77-78° on Mar 8 2024?","a5688dfa-1c51-41cf-87bd-8cf923292e35","Mar 8, 2024","1","0","0","0","1","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the **high temp in Austin** be <77° on Mar 8 2024?","d18ebd76-de90-4b68-8f29-92b834746b7c","Mar 8, 2024","1","0","0","0","1","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the **high temp in NYC** be 54-55° on Mar 8 2024?","aa2e1df4-33a1-4102-b7f6-5887463f9f77","Mar 8, 2024","1","0","0","0","1","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the **high temp in NYC** be 52-53° on Mar 8 2024?","2cd52824-438d-4f73-8f37-96838972da27","Mar 8, 2024","1","0","0","0","1","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the **high temp in NYC** be 50-51° on Mar 8 2024?","2356ebaa-fa9c-440f-b2c6-26e0b665a11b","Mar 8, 2024","1","0","0","0","1","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the **high temp in NYC** be <50° on Mar 8 2024?","3ed2c600-bd4a-40b2-be1b-b5967dd92190","Mar 8, 2024","1","0","0","0","1","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the **high temp in Miami** be 79-80° on Mar 6 2024?","fc214638-6d5d-4611-a478-f6099185ec19","Mar 6, 2024","232","0","0","0","232","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the **high temp in Austin** be 81-82° on Mar 6 2024?","e31d799d-584c-4ebe-a1e6-93feb38c2885","Mar 6, 2024","1","0","0","0","1","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the **high temp in NYC** be <52° on Mar 6 2024?","64fc3318-9ae0-42d5-9235-ed3260693097","Mar 6, 2024","1","0","0","0","1","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the high temp in Chicago be 50-51° on Mar 6 2024?","ef2888f5-f9d9-45ae-9c98-2c25c8db13d9","Mar 6, 2024","6","0","0","0","6","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the **high temp in Miami** be 80-81° on Mar 5 2024?","a8d87c37-d225-4e92-878a-7d0451855793","Mar 5, 2024","50","0","0","0","50","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the **high temp in Austin** be 89-90° on Mar 5 2024?","adf4c67b-fd79-4f39-bf4d-6303b364a6c3","Mar 5, 2024","99","0","0","0","99","0","","","","","","","","","","","","",""
"Settlement","","","Will the **high temp in Miami** be 78-79° on Feb 27 2024?","","","","","","","","","","","","","2024-02-28T13:01:15.436914Z","yes","0.00","0","0.00","575","52.23","",""
"Settlement","","","Will the **high temp in Miami** be 76-77° on Feb 27 2024?","","","","","","","","","","","","","2024-02-28T13:01:15.436914Z","no","255.00","0","0.00","255","68.82","",""
"Settlement","","","Will the **high temp in Miami** be 74-75° on Feb 27 2024?","","","","","","","","","","","","","2024-02-28T13:01:15.436914Z","no","1059.00","0","0.00","1059","68.56","",""
"Settlement","","","Will the **high temp in Miami** be 72-73° on Feb 27 2024?","","","","","","","","","","","","","2024-02-28T13:01:15.436914Z","no","1.00","0","0.00","1","90.00","",""
"Settlement","","","Will the **high temp in Austin** be <81° on Feb 27 2024?","","","","","","","","","","","","","2024-02-28T13:01:07.426597Z","yes","14.00","14","45.50","0","0.00","",""
"Settlement","","","Will the **high temp in Austin** be 85-86° on Feb 27 2024?","","","","","","","","","","","","","2024-02-28T13:01:07.426597Z","no","10.00","0","0.00","10","1.00","",""
"Settlement","","","Will the **high temp in Austin** be 83-84° on Feb 27 2024?","","","","","","","","","","","","","2024-02-28T13:01:07.426597Z","no","944.00","0","0.00","944","51.17","",""
"Settlement","","","Will the **high temp in Austin** be 81-82° on Feb 27 2024?","","","","","","","","","","","","","2024-02-28T13:01:07.426597Z","no","13.00","0","0.00","13","19.85","",""
"Settlement","","","Will the **high temp in NYC** be 58-59° on Feb 27 2024?","","","","","","","","","","","","","2024-02-28T13:00:59.546552Z","no","0.00","728","98.00","0","0.00","",""
"Settlement","","","Will the **high temp in NYC** be 56-57° on Feb 27 2024?","","","","","","","","","","","","","2024-02-28T13:00:59.546552Z","no","1630.00","0","0.00","1630","65.97","",""
"Settlement","","","Will the **high temp in NYC** be 54-55° on Feb 27 2024?","","","","","","","","","","","","","2024-02-28T13:00:59.546552Z","yes","0.00","0","0.00","766","88.90","",""
"Settlement","","","Will the high temp in Chicago be 75-76° on Feb 27 2024?","","","","","","","","","","","","","2024-02-28T13:00:51.431367Z","no","10.00","0","0.00","10","1.00","",""
"Settlement","","","Will the high temp in Chicago be 73-74° on Feb 27 2024?","","","","","","","","","","","","","2024-02-28T13:00:51.431367Z","yes","0.00","0","0.00","100","99.00","",""
"Settlement","","","Will the high temp in Chicago be 71-72° on Feb 27 2024?","","","","","","","","","","","","","2024-02-28T13:00:51.431367Z","no","297.00","0","0.00","297","51.04","",""
"Settlement","","","Will the **high temp in Miami** be <71° on Feb 26 2024?","","","","","","","","","","","","","2024-02-27T13:01:03.183004Z","no","100.00","0","0.00","100","90.00","",""
"Settlement","","","Will the **high temp in Austin** be <81° on Feb 26 2024?","","","","","","","","","","","","","2024-02-27T13:00:56.203366Z","no","845.00","0","0.00","845","90.00","",""
"Settlement","","","Will the **high temp in Austin** be 85-86° on Feb 26 2024?","","","","","","","","","","","","","2024-02-27T13:00:56.203366Z","no","17.00","0","0.00","17","21.18","",""
"Settlement","","","Will the **high temp in Austin** be 83-84° on Feb 26 2024?","","","","","","","","","","","","","2024-02-27T13:00:56.203366Z","no","6.00","0","0.00","6","99.00","",""
"Settlement","","","Will the **high temp in NYC** be <49° on Feb 26 2024?","","","","","","","","","","","","","2024-02-27T13:00:48.178427Z","no","100.00","0","0.00","100","90.00","",""
"Settlement","","","Will the **high temp in NYC** be 55-56° on Feb 26 2024?","","","","","","","","","","","","","2024-02-27T13:00:48.178427Z","yes","0.00","0","0.00","741","87.48","",""
"Trade","","10","Will the **high temp in NYC** be >54° on Mar 18 2024?","a34211c8-6f5c-4f20-9d6d-89b37afb9021","Mar 18, 2024","","","","","","","50","0.18","Mar 18, 2024 at 11:16PM EDT","No","","","","","","","","",""
"Trade","","10","Will the **high temp in NYC** be >54° on Mar 18 2024?","a34211c8-6f5c-4f20-9d6d-89b37afb9021","Mar 18, 2024","","","","","","","50","0.18","Mar 18, 2024 at 11:16PM EDT","No","","","","","","","","",""
"Trade","","1","Will the **high temp in NYC** be >54° on Mar 18 2024?","a34211c8-6f5c-4f20-9d6d-89b37afb9021","Mar 18, 2024","","","","","","","50","0.02","Mar 18, 2024 at 11:16PM EDT","No","","","","","","","","",""
"Trade","","1","Will the **high temp in NYC** be >54° on Mar 18 2024?","a34211c8-6f5c-4f20-9d6d-89b37afb9021","Mar 18, 2024","","","","","","","50","0.02","Mar 18, 2024 at 11:16PM EDT","No","","","","","","","","",""
"Trade","","1","Will the **high temp in NYC** be 53-54° on Mar 18 2024?","17873c90-9bfd-4494-96ce-1881367ab91f","Mar 18, 2024","","","","","","","99","0.01","Mar 18, 2024 at 11:15PM EDT","No","","","","","","","","",""
"Trade","","81","Will the **high temp in NYC** be 53-54° on Mar 18 2024?","17873c90-9bfd-4494-96ce-1881367ab91f","Mar 18, 2024","","","","","","","90","0.52","Mar 18, 2024 at 11:15PM EDT","No","","","","","","","","",""
"Trade","","1","Will the **high temp in NYC** be 53-54° on Mar 18 2024?","17873c90-9bfd-4494-96ce-1881367ab91f","Mar 18, 2024","","","","","","","1","0.01","Mar 18, 2024 at 11:15PM EDT","No","","","","","","","","",""
"Trade","","1","Will the **high temp in NYC** be 47-48° on Mar 18 2024?","05e7b745-7ae0-4ec0-9ea2-fd07ec7a7969","Mar 18, 2024","","","","","","","1","0.01","Mar 18, 2024 at 11:15PM EDT","No","","","","","","","","",""
"Trade","","10","Will the **high temp in NYC** be <47° on Mar 18 2024?","a76c65ff-cafc-4360-bbab-c8afbe43e21d","Mar 18, 2024","","","","","","","1","0.01","Mar 18, 2024 at 11:15PM EDT","No","","","","","","","","",""
"Trade","","1","Will the **high temp in NYC** be <47° on Mar 18 2024?","a76c65ff-cafc-4360-bbab-c8afbe43e21d","Mar 18, 2024","","","","","","","1","0.01","Mar 18, 2024 at 11:15PM EDT","No","","","","","","","","",""
"Trade","","3","Will the **high temp in Austin** be >72° on Mar 18 2024?","ba872815-756d-4e63-9eda-3ceca9c25a21","Mar 18, 2024","","","","","","","50","0.06","Mar 18, 2024 at 11:10PM EDT","No","","","","","","","","",""
"Trade","","1","Will the **high temp in Austin** be >72° on Mar 18 2024?","ba872815-756d-4e63-9eda-3ceca9c25a21","Mar 18, 2024","","","","","","","1","0.01","Mar 18, 2024 at 11:10PM EDT","No","","","","","","","","",""
"Trade","","18","Will the **high temp in Austin** be >72° on Mar 18 2024?","ba872815-756d-4e63-9eda-3ceca9c25a21","Mar 18, 2024","","","","","","","90","0.12","Mar 18, 2024 at 11:10PM EDT","No","","","","","","","","",""
"Trade","","1","Will the **high temp in Austin** be 71-72° on Mar 18 2024?","aebf71d7-4313-484e-8803-620695113ba4","Mar 18, 2024","","","","","","","1","0.01","Mar 18, 2024 at 11:10PM EDT","No","","","","","","","","",""
"Trade","","1","Will the **high temp in Austin** be 69-70° on Mar 18 2024?","62605897-b9ac-4c5a-96c2-071a57eee5de","Mar 18, 2024","","","","","","","1","0.01","Mar 18, 2024 at 11:10PM EDT","No","","","","","","","","",""
"Trade","","1","Will the **high temp in Austin** be 69-70° on Mar 18 2024?","62605897-b9ac-4c5a-96c2-071a57eee5de","Mar 18, 2024","","","","","","","50","0.02","Mar 18, 2024 at 11:10PM EDT","No","","","","","","","","",""
"Trade","","1","Will the **high temp in Austin** be 67-68° on Mar 18 2024?","d837e162-6d70-4535-8db5-7e374bb44baf","Mar 18, 2024","","","","","","","1","0.01","Mar 18, 2024 at 11:10PM EDT","No","","","","","","","","",""
"Trade","","10","Will the **high temp in Austin** be 67-68° on Mar 18 2024?","d837e162-6d70-4535-8db5-7e374bb44baf","Mar 18, 2024","","","","","","","50","0.18","Mar 18, 2024 at 11:10PM EDT","No","","","","","","","","",""
"Trade","","10","Will the **high temp in Austin** be 67-68° on Mar 18 2024?","d837e162-6d70-4535-8db5-7e374bb44baf","Mar 18, 2024","","","","","","","50","0.18","Mar 18, 2024 at 11:10PM EDT","No","","","","","","","","",""
"Trade","","10","Will the **high temp in Austin** be <65° on Mar 18 2024?","f6ef6e54-23d9-4a26-8673-30d554788b12","Mar 18, 2024","","","","","","","50","0.18","Mar 18, 2024 at 11:08PM EDT","No","","","","","","","","",""
"Order","Filled ","","Will the high temp in Chicago be 42-43° on Mar 5 2024?","ae4e6c36-2744-40c9-b209-5373e8421c01","Mar 5, 2024","50","0","0","0","50","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the **high temp in NYC** be 49-50° on Mar 5 2024?","e62e6b7d-e227-4c9a-8d84-2bd0de027265","Mar 5, 2024","50","0","0","0","50","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the high temp in Chicago be <68° on Mar 4 2024?","438debbc-8e2e-45c9-8be2-2d339888f698","Mar 4, 2024","74","0","0","0","74","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the high temp in Chicago be 68-69° on Mar 4 2024?","b61d66c8-5193-41d3-a3cf-3e86191e56c6","Mar 4, 2024","105","0","0","0","105","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the high temp in Chicago be 70-71° on Mar 4 2024?","ed27d523-622b-49a8-b851-f4c0714bbf42","Mar 4, 2024","120","0","0","0","120","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the **high temp in Austin** be 79-80° on Mar 4 2024?","7eb34428-de84-4074-a4df-7ffe2da15338","Mar 4, 2024","113","0","0","0","113","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the **high temp in Austin** be 81-82° on Mar 4 2024?","b2af1025-15a8-4c65-9250-5089c63f4e8c","Mar 4, 2024","114","0","0","0","114","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the **high temp in Austin** be 75-76° on Mar 4 2024?","bdcaa16f-c1df-404a-b935-37f789d26599","Mar 4, 2024","10","0","0","0","10","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the **high temp in NYC** be <54° on Mar 4 2024?","90d513d5-2b7d-4af6-9485-af13bcfb2ab5","Mar 4, 2024","30","0","0","0","30","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the **high temp in NYC** be 54-55° on Mar 4 2024?","e3c5ee0e-5054-4c52-88de-ca6af620d30c","Mar 4, 2024","574","0","0","0","574","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the **high temp in Miami** be 79-80° on Mar 4 2024?","6db54b3d-57a2-4bc9-a316-aa9e4b4ca9ab","Mar 4, 2024","106","0","0","0","106","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the **high temp in Miami** be 81-82° on Mar 4 2024?","a766e9b6-f193-49f4-9663-9a6bd88d9f6d","Mar 4, 2024","39","0","0","0","39","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the **high temp in Miami** be 83-84° on Mar 4 2024?","7ebc9bc6-7e38-4715-85d3-f7047e9d60c3","Mar 4, 2024","30","0","0","0","30","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the **high temp in Miami** be <77° on Mar 4 2024?","e15ec5de-e64e-4e30-a506-03752ec62104","Mar 4, 2024","58","0","0","0","58","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the **high temp in Austin** be 72-73° on Mar 1 2024?","d1408a8c-79b5-43c3-b96c-3aa04c8d486f","Mar 1, 2024","100","0","0","0","100","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the high temp in Chicago be <48° on Mar 1 2024?","17aeaa51-7d13-4e42-b893-cd759dd60cbc","Mar 1, 2024","3,357","0","0","0","3,357","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the **high temp in Miami** be 79-80° on Mar 1 2024?","185436ee-ae73-4047-8c64-a67eec0e8814","Mar 1, 2024","62","0","0","0","62","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the **high temp in NYC** be 42-43° on Mar 1 2024?","39b18fd0-b8b3-4a29-acd3-583a415ab305","Mar 1, 2024","1","0","0","0","1","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the **high temp in Miami** be 81-82° on Feb 28 2024?","a71c6b30-f6c0-4dd4-bdfd-9595e9c78a3c","Feb 28, 2024","30","0","0","0","30","0","","","","","","","","","","","","",""
"Order","Filled ","","Will the **high temp in Miami** be >82° on Feb 28 2024?","ed6161d4-2378-416c-afaa-96598ac70d42","Feb 28, 2024","10","0","0","0","10","0","","","","","","","","","","","","",""
"Settlement","","","Will the **high temp in NYC** be 51-52° on Feb 26 2024?","","","","","","","","","","","","","2024-02-27T13:00:48.178427Z","no","44.00","0","0.00","44","50.00","",""
"Settlement","","","Will the high temp in Chicago be <63° on Feb 26 2024?","","","","","","","","","","","","","2024-02-27T13:00:39.178465Z","no","914.00","0","0.00","914","87.86","",""
"Settlement","","","Will the high temp in Chicago be 69-70° on Feb 26 2024?","","","","","","","","","","","","","2024-02-27T13:00:39.178465Z","no","11.00","0","0.00","11","9.91","",""
"Trade","","1","Will the **high temp in Austin** be <65° on Mar 18 2024?","f6ef6e54-23d9-4a26-8673-30d554788b12","Mar 18, 2024","","","","","","","1","0.01","Mar 18, 2024 at 11:08PM EDT","No","","","","","","","","",""
"Trade","","10","Will the high temp in Chicago be <47° on Mar 8 2024?","68546e65-12ed-435f-9732-e74b8f98fe7c","Mar 8, 2024","","","","","","","1","0.01","Mar 8, 2024 at 8:55PM EST","No","","","","","","","","",""
"Trade","","1","Will the high temp in Chicago be <47° on Mar 8 2024?","68546e65-12ed-435f-9732-e74b8f98fe7c","Mar 8, 2024","","","","","","","1","0.01","Mar 8, 2024 at 8:55PM EST","No","","","","","","","","",""
"Trade","","2","Will the high temp in Chicago be <47° on Mar 8 2024?","68546e65-12ed-435f-9732-e74b8f98fe7c","Mar 8, 2024","","","","","","","97","0.01","Mar 8, 2024 at 8:55PM EST","No","","","","","","","","",""
"Trade","","20","Will the high temp in Chicago be <47° on Mar 8 2024?","68546e65-12ed-435f-9732-e74b8f98fe7c","Mar 8, 2024","","","","","","","1","0.02","Mar 8, 2024 at 8:55PM EST","No","","","","","","","","",""
"Trade","","10","Will the high temp in Chicago be <47° on Mar 8 2024?","68546e65-12ed-435f-9732-e74b8f98fe7c","Mar 8, 2024","","","","","","","50","0.18","Mar 8, 2024 at 8:55PM EST","No","","","","","","","","",""
"Trade","","1","Will the **high temp in Miami** be 83-84° on Mar 8 2024?","9b88ae2d-72cf-4e81-b03b-41eb37380492","Mar 8, 2024","","","","","","","1","0.01","Mar 8, 2024 at 8:54PM EST","No","","","","","","","","",""
"Trade","","1","Will the **high temp in Miami** be 83-84° on Mar 8 2024?","9b88ae2d-72cf-4e81-b03b-41eb37380492","Mar 8, 2024","","","","","","","50","0.02","Mar 8, 2024 at 8:54PM EST","No","","","","","","","","",""
"Trade","","1","Will the **high temp in Miami** be 83-84° on Mar 8 2024?","9b88ae2d-72cf-4e81-b03b-41eb37380492","Mar 8, 2024","","","","","","","89","0.01","Mar 8, 2024 at 8:54PM EST","No","","","","","","","","",""
"Trade","","1","Will the **high temp in Miami** be 81-82° on Mar 8 2024?","2ee29b68-d46f-4877-a9ec-2c42f21aa97c","Mar 8, 2024","","","","","","","1","0.01","Mar 8, 2024 at 8:53PM EST","No","","","","","","","","",""
"Trade","","1","Will the **high temp in Miami** be 79-80° on Mar 8 2024?","1b94a4a1-3700-4f3b-947c-6e168d77a87f","Mar 8, 2024","","","","","","","1","0.01","Mar 8, 2024 at 8:53PM EST","No","","","","","","","","",""
"Trade","","1","Will the **high temp in Miami** be <79° on Mar 8 2024?","fda2a568-f54e-4a9b-9a21-e0191d086926","Mar 8, 2024","","","","","","","1","0.01","Mar 8, 2024 at 8:53PM EST","No","","","","","","","","",""
